Port Name,Year,Hour of Day,Demand (kW)
San Juan,2033,5,1145.5
San Juan,2033,6,981.8
San Juan,2033,7,610.1
San Juan,2033,8,610.1
San Juan,2033,9,610.1
San Juan,2033,10,610.1
San Juan,2033,11,610.1
San Juan,2033,12,610.1
San Juan,2033,13,610.1
San Juan,2033,14,610.1
San Juan,2033,15,610.1
San Juan,2033,16,610.1
San Juan,2033,17,4424.7
San Juan,2033,18,610.1
San Juan,2033,19,610.1
San Juan,2033,20,610.1
San Juan,2033,21,610.1
San Juan,2033,22,610.1
San Juan,2033,23,610.1
San Juan,2034,0,686.4
San Juan,2034,1,686.4
San Juan,2034,2,4977.8
San Juan,2034,3,4698.0
San Juan,2034,4,1288.6
San Juan,2034,5,1288.6
San Juan,2034,6,1104.5
San Juan,2034,7,686.4
San Juan,2034,8,686.4
San Juan,2034,9,686.4
San Juan,2034,10,686.4
San Juan,2034,11,686.4
San Juan,2034,12,686.4
San Juan,2034,13,686.4
San Juan,2034,14,686.4
San Juan,2034,15,686.4
San Juan,2034,16,686.4
San Juan,2034,17,4977.8
San Juan,2034,18,686.4
San Juan,2034,19,686.4
San Juan,2034,20,686.4
San Juan,2034,21,686.4
San Juan,2034,22,686.4
San Juan,2034,23,686.4
San Juan,2035,0,775.3
San Juan,2035,1,775.3
San Juan,2035,2,5623.1
San Juan,2035,3,5307.0
San Juan,2035,4,1455.7
San Juan,2035,5,1455.7
San Juan,2035,6,1247.7
San Juan,2035,7,775.3
San Juan,2035,8,775.3
San Juan,2035,9,775.3
San Juan,2035,10,775.3
San Juan,2035,11,775.3
San Juan,2035,12,775.3
San Juan,2035,13,775.3
San Juan,2035,14,775.3
San Juan,2035,15,775.3
San Juan,2035,16,775.3
San Juan,2035,17,5623.1
San Juan,2035,18,775.3
San Juan,2035,19,775.3
San Juan,2035,20,775.3
San Juan,2035,21,775.3
San Juan,2035,22,775.3
San Juan,2035,23,775.3
Savannah,100% eCHE,0,4194.4
Savannah,100% eCHE,1,4194.4
Savannah,100% eCHE,2,29256.8
Savannah,100% eCHE,3,27647.7
Savannah,100% eCHE,4,7772.7
Savannah,100% eCHE,5,7772.7
Savannah,100% eCHE,6,6750.0
Savannah,100% eCHE,7,4194.4
Savannah,100% eCHE,8,4194.4
Savannah,100% eCHE,9,4194.4
Savannah,100% eCHE,10,4194.4
Savannah,100% eCHE,11,4194.4
Savannah,100% eCHE,12,4194.4
Savannah,100% eCHE,13,4194.4
Savannah,100% eCHE,14,4194.4
Savannah,100% eCHE,15,4194.4
Savannah,100% eCHE,16,4194.4
Savannah,100% eCHE,17,29256.8
Savannah,100% eCHE,18,4194.4
Savannah,100% eCHE,19,4194.4
Savannah,100% eCHE,20,4194.4
Savannah,100% eCHE,21,4194.4
Savannah,100% eCHE,22,4194.4
Savannah,100% eCHE,23,4194.4
Savannah,2023,0,335.5
Savannah,2023,1,335.5
Savannah,2023,2,2340.5
Savannah,2023,3,2211.8
Savannah,2023,4,621.8
Savannah,2023,5,621.8
Savannah,2023,6,540.0
Savannah,2023,7,335.5
Savannah,2023,8,335.5
Savannah,2023,9,335.5
Savannah,2023,10,335.5
Savannah,2023,11,335.5
Savannah,2023,12,335.5
Savannah,2023,13,335.5
Savannah,2023,14,335.5
Savannah,2023,15,335.5
Savannah,2023,16,335.5
Savannah,2023,17,2340.5
Savannah,2023,18,335.5
Savannah,2023,19,335.5
Savannah,2023,20,335.5
Savannah,2023,21,335.5
Savannah,2023,22,335.5
Savannah,2023,23,335.5
Savannah,2024,0,419.4
Savannah,2024,1,419.4
Savannah,2024,2,2925.7
Savannah,2024,3,2764.8
Savannah,2024,4,777.3
Savannah,2024,5,777.3
Savannah,2024,6,675.0
Savannah,2024,7,419.4
Savannah,2024,8,419.4
Savannah,2024,9,419.4
Savannah,2024,10,419.4
Savannah,2024,11,419.4
Savannah,2024,12,419.4
Savannah,2024,13,419.4
Savannah,2024,14,419.4
Savannah,2024,15,419.4
Savannah,2024,16,419.4
Savannah,2024,17,2925.7
Savannah,2024,18,419.4
Savannah,2024,19,419.4
Savannah,2024,20,419.4
Savannah,2024,21,419.4
Savannah,2024,22,419.4
Savannah,2024,23,419.4
Savannah,2025,0,503.3
Savannah,2025,1,503.3
Savannah,2025,2,3510.8
Savannah,2025,3,3317.7
Savannah,2025,4,932.7
Savannah,2025,5,932.7
Savannah,2025,6,810.0
Savannah,2025,7,503.3
Savannah,2025,8,503.3
Savannah,2025,9,503.3
Savannah,2025,10,503.3
Savannah,2025,11,503.3
Savannah,2025,12,503.3
Savannah,2025,13,503.3
Savannah,2025,14,503.3
Savannah,2025,15,503.3
Savannah,2025,16,503.3
Savannah,2025,17,3510.8
Savannah,2025,18,503.3
Savannah,2025,19,503.3
Savannah,2025,20,503.3
Savannah,2025,21,503.3
Savannah,2025,22,503.3
Savannah,2025,23,503.3
Savannah,2026,0,629.2
Savannah,2026,1,629.2
Savannah,2026,2,4388.5
Savannah,2026,3,4147.2
Savannah,2026,4,1165.9
Savannah,2026,5,1165.9
Savannah,2026,6,1012.5
Savannah,2026,7,629.2
Savannah,2026,8,629.2
Savannah,2026,9,629.2
Savannah,2026,10,629.2
Savannah,2026,11,629.2
Savannah,2026,12,629.2
Savannah,2026,13,629.2
Savannah,2026,14,629.2
Savannah,2026,15,629.2
Savannah,2026,16,629.2
Savannah,2026,17,4388.5
Savannah,2026,18,629.2
Savannah,2026,19,629.2
Savannah,2026,20,629.2
Savannah,2026,21,629.2
Savannah,2026,22,629.2
Savannah,2026,23,629.2
Savannah,2027,0,755.0
Savannah,2027,1,755.0
Savannah,2027,2,5266.2
Savannah,2027,3,4976.6
Savannah,2027,4,1399.1
Savannah,2027,5,1399.1
Savannah,2027,6,1215.0
Savannah,2027,7,755.0
Savannah,2027,8,755.0
Savannah,2027,9,755.0
Savannah,2027,10,755.0
Savannah,2027,11,755.0
Savannah,2027,12,755.0
Savannah,2027,13,755.0
Savannah,2027,14,755.0
Savannah,2027,15,755.0
Savannah,2027,16,755.0
Savannah,2027,17,5266.2
Savannah,2027,18,755.0
Savannah,2027,19,755.0
Savannah,2027,20,755.0
Savannah,2027,21,755.0
Savannah,2027,22,755.0
Savannah,2027,23,755.0
Savannah,2028,0,922.8
Savannah,2028,1,922.8
Savannah,2028,2,6436.5
Savannah,2028,3,6082.5
Savannah,2028,4,1710.0
Savannah,2028,5,1710.0
Savannah,2028,6,1485.0
Savannah,2028,7,922.8
Savannah,2028,8,922.8
Savannah,2028,9,922.8
Savannah,2028,10,922.8
Savannah,2028,11,922.8
Savannah,2028,12,922.8
Savannah,2028,13,922.8
Savannah,2028,14,922.8
Savannah,2028,15,922.8
Savannah,2028,16,922.8
Savannah,2028,17,6436.5
Savannah,2028,18,922.8
Savannah,2028,19,922.8
Savannah,2028,20,922.8
Savannah,2028,21,922.8
Savannah,2028,22,922.8
Savannah,2028,23,922.8
Savannah,2029,0,1090.5
Savannah,2029,1,1090.5
Savannah,2029,2,7606.8
Savannah,2029,3,7188.4
Savannah,2029,4,2020.9
Savannah,2029,5,2020.9
Savannah,2029,6,1755.0
Savannah,2029,7,1090.5
Savannah,2029,8,1090.5
Savannah,2029,9,1090.5
Savannah,2029,10,1090.5
Savannah,2029,11,1090.5
Savannah,2029,12,1090.5
Savannah,2029,13,1090.5
Savannah,2029,14,1090.5
Savannah,2029,15,1090.5
Savannah,2029,16,1090.5
Savannah,2029,17,7606.8
Savannah,2029,18,1090.5
Savannah,2029,19,1090.5
Savannah,2029,20,1090.5
Savannah,2029,21,1090.5
Savannah,2029,22,1090.5
Savannah,2029,23,1090.5
Savannah,2030,0,1300.3
Savannah,2030,1,1300.3
Savannah,2030,2,9069.6
Savannah,2030,3,8570.8
Savannah,2030,4,2409.5
Savannah,2030,5,2409.5
Savannah,2030,6,2092.5
Savannah,2030,7,1300.3
Savannah,2030,8,1300.3
Savannah,2030,9,1300.3
Savannah,2030,10,1300.3
Savannah,2030,11,1300.3
Savannah,2030,12,1300.3
Savannah,2030,13,1300.3
Savannah,2030,14,1300.3
Savannah,2030,15,1300.3
Savannah,2030,16,1300.3
Savannah,2030,17,9069.6
Savannah,2030,18,1300.3
Savannah,2030,19,1300.3
Savannah,2030,20,1300.3
Savannah,2030,21,1300.3
Savannah,2030,22,1300.3
Savannah,2030,23,1300.3
Savannah,2031,0,1510.0
Savannah,2031,1,1510.0
Savannah,2031,2,10532.5
Savannah,2031,3,9953.2
Savannah,2031,4,2798.2
Savannah,2031,5,2798.2
Savannah,2031,6,2430.0
Savannah,2031,7,1510.0
Savannah,2031,8,1510.0
Savannah,2031,9,1510.0
Savannah,2031,10,1510.0
Savannah,2031,11,1510.0
Savannah,2031,12,1510.0
Savannah,2031,13,1510.0
Savannah,2031,14,1510.0
Savannah,2031,15,1510.0
Savannah,2031,16,1510.0
Savannah,2031,17,10532.5
Savannah,2031,18,1510.0
Savannah,2031,19,1510.0
Savannah,2031,20,1510.0
Savannah,2031,21,1510.0
Savannah,2031,22,1510.0
Savannah,2031,23,1510.0
Savannah,2032,0,1761.6
Savannah,2032,1,1761.6
Savannah,2032,2,12287.9
Savannah,2032,3,11612.0
Savannah,2032,4,3264.5
Savannah,2032,5,3264.5
Savannah,2032,6,2835.0
Savannah,2032,7,1761.6
Savannah,2032,8,1761.6
Savannah,2032,9,1761.6
Savannah,2032,10,1761.6
Savannah,2032,11,1761.6
Savannah,2032,12,1761.6
Savannah,2032,13,1761.6
Savannah,2032,14,1761.6
Savannah,2032,15,1761.6
Savannah,2032,16,1761.6
Savannah,2032,17,12287.9
Savannah,2032,18,1761.6
Savannah,2032,19,1761.6
Savannah,2032,20,1761.6
Savannah,2032,21,1761.6
Savannah,2032,22,1761.6
Savannah,2032,23,1761.6
Savannah,2033,0,2013.3
Savannah,2033,1,2013.3
Savannah,2033,2,14043.3
Savannah,2033,3,13270.9
Savannah,2033,4,3730.9
Savannah,2033,5,3730.9
Savannah,2033,6,3240.0
Savannah,2033,7,2013.3
Savannah,2033,8,2013.3
Savannah,2033,9,2013.3
Savannah,2033,10,2013.3
Savannah,2033,11,2013.3
Savannah,2033,12,2013.3
Savannah,2033,13,2013.3
Savannah,2033,14,2013.3
Savannah,2033,15,2013.3
Savannah,2033,16,2013.3
Savannah,2033,17,14043.3
Savannah,2033,18,2013.3
Savannah,2033,19,2013.3
Savannah,2033,20,2013.3
Savannah,2033,21,2013.3
Savannah,2033,22,2013.3
Savannah,2033,23,2013.3
Savannah,2034,0,2265.0
Savannah,2034,1,2265.0
Savannah,2034,2,15798.7
Savannah,2034,3,14929.8
Savannah,2034,4,4197.3
Savannah,2034,5,4197.3
Savannah,2034,6,3645.0
Savannah,2034,7,2265.0
Savannah,2034,8,2265.0
Savannah,2034,9,2265.0
Savannah,2034,10,2265.0
Savannah,2034,11,2265.0
Savannah,2034,12,2265.0
Savannah,2034,13,2265.0
Savannah,2034,14,2265.0
Savannah,2034,15,2265.0
Savannah,2034,16,2265.0
Savannah,2034,17,15798.7
Savannah,2034,18,2265.0
Savannah,2034,19,2265.0
Savannah,2034,20,2265.0
Savannah,2034,21,2265.0
Savannah,2034,22,2265.0
Savannah,2034,23,2265.0
Savannah,2035,0,2558.6
Savannah,2035,1,2558.6
Savannah,2035,2,17846.7
Savannah,2035,3,16865.1
Savannah,2035,4,4741.4
Savannah,2035,5,4741.4
Savannah,2035,6,4117.5
Savannah,2035,7,2558.6
Savannah,2035,8,2558.6
Savannah,2035,9,2558.6
Savannah,2035,10,2558.6
Savannah,2035,11,2558.6
Savannah,2035,12,2558.6
Savannah,2035,13,2558.6
Savannah,2035,14,2558.6
Savannah,2035,15,2558.6
Savannah,2035,16,2558.6
Savannah,2035,17,17846.7
Savannah,2035,18,2558.6
Savannah,2035,19,2558.6
Savannah,2035,20,2558.6
Savannah,2035,21,2558.6
Savannah,2035,22,2558.6
Savannah,2035,23,2558.6
Seattle,100% eCHE,0,1652.3
Seattle,100% eCHE,1,1652.3
Seattle,100% eCHE,2,11440.9
Seattle,100% eCHE,3,10813.6
Seattle,100% eCHE,4,3000.0
Seattle,100% eCHE,5,3000.0
Seattle,100% eCHE,6,2659.1
Seattle,100% eCHE,7,1652.3
Seattle,100% eCHE,8,1652.3
Seattle,100% eCHE,9,1652.3
Seattle,100% eCHE,10,1652.3
Seattle,100% eCHE,11,1652.3
Seattle,100% eCHE,12,1652.3
Seattle,100% eCHE,13,1652.3
Seattle,100% eCHE,14,1652.3
Seattle,100% eCHE,15,1652.3
Seattle,100% eCHE,16,1652.3
Seattle,100% eCHE,17,11440.9
Seattle,100% eCHE,18,1652.3
Seattle,100% eCHE,19,1652.3
Seattle,100% eCHE,20,1652.3
Seattle,100% eCHE,21,1652.3
Seattle,100% eCHE,22,1652.3
Seattle,100% eCHE,23,1652.3
Seattle,2023,0,132.2
Seattle,2023,1,132.2
Seattle,2023,2,915.3
Seattle,2023,3,865.1
Seattle,2023,4,240.0
Seattle,2023,5,240.0
Seattle,2023,6,212.7
Seattle,2023,7,132.2
Seattle,2023,8,132.2
Seattle,2023,9,132.2
Seattle,2023,10,132.2
Seattle,2023,11,132.2
Seattle,2023,12,132.2
Seattle,2023,13,132.2
Seattle,2023,14,132.2
Seattle,2023,15,132.2
Seattle,2023,16,132.2
Seattle,2023,17,915.3
Seattle,2023,18,132.2
Seattle,2023,19,132.2
Seattle,2023,20,132.2
Seattle,2023,21,132.2
Seattle,2023,22,132.2
Seattle,2023,23,132.2
Seattle,2024,0,165.2
Seattle,2024,1,165.2
Seattle,2024,2,1144.1
Seattle,2024,3,1081.4
Seattle,2024,4,300.0
Seattle,2024,5,300.0
Seattle,2024,6,265.9
Seattle,2024,7,165.2
Seattle,2024,8,165.2
Seattle,2024,9,165.2
Seattle,2024,10,165.2
Seattle,2024,11,165.2
Seattle,2024,12,165.2
Seattle,2024,13,165.2
Seattle,2024,14,165.2
Seattle,2024,15,165.2
Seattle,2024,16,165.2
Seattle,2024,17,1144.1
Seattle,2024,18,165.2
Seattle,2024,19,165.2
Seattle,2024,20,165.2
Seattle,2024,21,165.2
Seattle,2024,22,165.2
Seattle,2024,23,165.2
Seattle,2025,0,198.3
Seattle,2025,1,198.3
Seattle,2025,2,1372.9
Seattle,2025,3,1297.6
Seattle,2025,4,360.0
Seattle,2025,5,360.0
Seattle,2025,6,319.1
Seattle,2025,7,198.3
Seattle,2025,8,198.3
Seattle,2025,9,198.3
Seattle,2025,10,198.3
Seattle,2025,11,198.3
Seattle,2025,12,198.3
Seattle,2025,13,198.3
Seattle,2025,14,198.3
Seattle,2025,15,198.3
Seattle,2025,16,198.3
Seattle,2025,17,1372.9
Seattle,2025,18,198.3
Seattle,2025,19,198.3
Seattle,2025,20,198.3
Seattle,2025,21,198.3
Seattle,2025,22,198.3
Seattle,2025,23,198.3
Seattle,2026,0,247.9
Seattle,2026,1,247.9
Seattle,2026,2,1716.1
Seattle,2026,3,1622.0
Seattle,2026,4,450.0
Seattle,2026,5,450.0
Seattle,2026,6,398.9
Seattle,2026,7,247.9
Seattle,2026,8,247.9
Seattle,2026,9,247.9
Seattle,2026,10,247.9
Seattle,2026,11,247.9
Seattle,2026,12,247.9
Seattle,2026,13,247.9
Seattle,2026,14,247.9
Seattle,2026,15,247.9
Seattle,2026,16,247.9
Seattle,2026,17,1716.1
Seattle,2026,18,247.9
Seattle,2026,19,247.9
Seattle,2026,20,247.9
Seattle,2026,21,247.9
Seattle,2026,22,247.9
Seattle,2026,23,247.9
Seattle,2027,0,297.4
Seattle,2027,1,297.4
Seattle,2027,2,2059.4
Seattle,2027,3,1946.5
Seattle,2027,4,540.0
Seattle,2027,5,540.0
Seattle,2027,6,478.6
Seattle,2027,7,297.4
Seattle,2027,8,297.4
Seattle,2027,9,297.4
Seattle,2027,10,297.4
Seattle,2027,11,297.4
Seattle,2027,12,297.4
Seattle,2027,13,297.4
Seattle,2027,14,297.4
Seattle,2027,15,297.4
Seattle,2027,16,297.4
Seattle,2027,17,2059.4
Seattle,2027,18,297.4
Seattle,2027,19,297.4
Seattle,2027,20,297.4
Seattle,2027,21,297.4
Seattle,2027,22,297.4
Seattle,2027,23,297.4
Seattle,2028,0,363.5
Seattle,2028,1,363.5
Seattle,2028,2,2517.0
Seattle,2028,3,2379.0
Seattle,2028,4,660.0
Seattle,2028,5,660.0
Seattle,2028,6,585.0
Seattle,2028,7,363.5
Seattle,2028,8,363.5
Seattle,2028,9,363.5
Seattle,2028,10,363.5
Seattle,2028,11,363.5
Seattle,2028,12,363.5
Seattle,2028,13,363.5
Seattle,2028,14,363.5
Seattle,2028,15,363.5
Seattle,2028,16,363.5
Seattle,2028,17,2517.0
Seattle,2028,18,363.5
Seattle,2028,19,363.5
Seattle,2028,20,363.5
Seattle,2028,21,363.5
Seattle,2028,22,363.5
Seattle,2028,23,363.5
Seattle,2029,0,429.6
Seattle,2029,1,429.6
Seattle,2029,2,2974.6
Seattle,2029,3,2811.5
Seattle,2029,4,780.0
Seattle,2029,5,780.0
Seattle,2029,6,691.4
Seattle,2029,7,429.6
Seattle,2029,8,429.6
Seattle,2029,9,429.6
Seattle,2029,10,429.6
Seattle,2029,11,429.6
Seattle,2029,12,429.6
Seattle,2029,13,429.6
Seattle,2029,14,429.6
Seattle,2029,15,429.6
Seattle,2029,16,429.6
Seattle,2029,17,2974.6
Seattle,2029,18,429.6
Seattle,2029,19,429.6
Seattle,2029,20,429.6
Seattle,2029,21,429.6
Seattle,2029,22,429.6
Seattle,2029,23,429.6
Seattle,2030,0,512.2
Seattle,2030,1,512.2
Seattle,2030,2,3546.7
Seattle,2030,3,3352.2
Seattle,2030,4,930.0
Seattle,2030,5,930.0
Seattle,2030,6,824.3
Seattle,2030,7,512.2
Seattle,2030,8,512.2
Seattle,2030,9,512.2
Seattle,2030,10,512.2
Seattle,2030,11,512.2
Seattle,2030,12,512.2
Seattle,2030,13,512.2
Seattle,2030,14,512.2
Seattle,2030,15,512.2
Seattle,2030,16,512.2
Seattle,2030,17,3546.7
Seattle,2030,18,512.2
Seattle,2030,19,512.2
Seattle,2030,20,512.2
Seattle,2030,21,512.2
Seattle,2030,22,512.2
Seattle,2030,23,512.2
Seattle,2031,0,594.8
Seattle,2031,1,594.8
Seattle,2031,2,4118.7
Seattle,2031,3,3892.9
Seattle,2031,4,1080.0
Seattle,2031,5,1080.0
Seattle,2031,6,957.3
Seattle,2031,7,594.8
Seattle,2031,8,594.8
Seattle,2031,9,594.8
Seattle,2031,10,594.8
Seattle,2031,11,594.8
Seattle,2031,12,594.8
Seattle,2031,13,594.8
Seattle,2031,14,594.8
Seattle,2031,15,594.8
Seattle,2031,16,594.8
Seattle,2031,17,4118.7
Seattle,2031,18,594.8
Seattle,2031,19,594.8
Seattle,2031,20,594.8
Seattle,2031,21,594.8
Seattle,2031,22,594.8
Seattle,2031,23,594.8
Seattle,2032,0,694.0
Seattle,2032,1,694.0
Seattle,2032,2,4805.2
Seattle,2032,3,4541.7
Seattle,2032,4,1260.0
Seattle,2032,5,1260.0
Seattle,2032,6,1116.8
Seattle,2032,7,694.0
Seattle,2032,8,694.0
Seattle,2032,9,694.0
Seattle,2032,10,694.0
Seattle,2032,11,694.0
Seattle,2032,12,694.0
Seattle,2032,13,694.0
Seattle,2032,14,694.0
Seattle,2032,15,694.0
Seattle,2032,16,694.0
Seattle,2032,17,4805.2
Seattle,2032,18,694.0
Seattle,2032,19,694.0
Seattle,2032,20,694.0
Seattle,2032,21,694.0
Seattle,2032,22,694.0
Seattle,2032,23,694.0
Seattle,2033,0,793.1
Seattle,2033,1,793.1
Seattle,2033,2,5491.6
Seattle,2033,3,5190.5
Seattle,2033,4,1440.0
Seattle,2033,5,1440.0
Seattle,2033,6,1276.4
Seattle,2033,7,793.1
Seattle,2033,8,793.1
Seattle,2033,9,793.1
Seattle,2033,10,793.1
Seattle,2033,11,793.1
Seattle,2033,12,793.1
Seattle,2033,13,793.1
Seattle,2033,14,793.1
Seattle,2033,15,793.1
Seattle,2033,16,793.1
Seattle,2033,17,5491.6
Seattle,2033,18,793.1
Seattle,2033,19,793.1
Seattle,2033,20,793.1
Seattle,2033,21,793.1
Seattle,2033,22,793.1
Seattle,2033,23,793.1
Seattle,2034,0,892.3
Seattle,2034,1,892.3
Seattle,2034,2,6178.1
Seattle,2034,3,5839.4
Seattle,2034,4,1620.0
Seattle,2034,5,1620.0
Seattle,2034,6,1435.9
Seattle,2034,7,892.3
Seattle,2034,8,892.3
Seattle,2034,9,892.3
Seattle,2034,10,892.3
Seattle,2034,11,892.3
Seattle,2034,12,892.3
Seattle,2034,13,892.3
Seattle,2034,14,892.3
Seattle,2034,15,892.3
Seattle,2034,16,892.3
Seattle,2034,17,6178.1
Seattle,2034,18,892.3
Seattle,2034,19,892.3
Seattle,2034,20,892.3
Seattle,2034,21,892.3
Seattle,2034,22,892.3
Seattle,2034,23,892.3
Seattle,2035,0,1007.9
Seattle,2035,1,1007.9
Seattle,2035,2,6979.0
Seattle,2035,3,6596.3
Seattle,2035,4,1830.0
Seattle,2035,5,1830.0
Seattle,2035,6,1622.0
Seattle,2035,7,1007.9
Seattle,2035,8,1007.9
Seattle,2035,9,1007.9
Seattle,2035,10,1007.9
Seattle,2035,11,1007.9
Seattle,2035,12,1007.9
Seattle,2035,13,1007.9
Seattle,2035,14,1007.9
Seattle,2035,15,1007.9
Seattle,2035,16,1007.9
Seattle,2035,17,6979.0
Seattle,2035,18,1007.9
Seattle,2035,19,1007.9
Seattle,2035,20,1007.9
Seattle,2035,21,1007.9
Seattle,2035,22,1007.9
Seattle,2035,23,1007.9
Tacoma,100% eCHE,0,2414.9
Tacoma,100% eCHE,1,2414.9
Tacoma,100% eCHE,2,16847.7
Tacoma,100% eCHE,3,15920.5
Tacoma,100% eCHE,4,4397.7
Tacoma,100% eCHE,5,4397.7
Tacoma,100% eCHE,6,3886.4
Tacoma,100% eCHE,7,2414.9
Tacoma,100% eCHE,8,2414.9
Tacoma,100% eCHE,9,2414.9
Tacoma,100% eCHE,10,2414.9
Tacoma,100% eCHE,11,2414.9
Tacoma,100% eCHE,12,2414.9
Tacoma,100% eCHE,13,2414.9
Tacoma,100% eCHE,14,2414.9
Tacoma,100% eCHE,15,2414.9
Tacoma,100% eCHE,16,2414.9
Tacoma,100% eCHE,17,16847.7
Tacoma,100% eCHE,18,2414.9
Tacoma,100% eCHE,19,2414.9
Tacoma,100% eCHE,20,2414.9
Tacoma,100% eCHE,21,2414.9
Tacoma,100% eCHE,22,2414.9
Tacoma,100% eCHE,23,2414.9
Tacoma,2023,0,193.2
Tacoma,2023,1,193.2
Tacoma,2023,2,1347.8
Tacoma,2023,3,1273.6
Tacoma,2023,4,351.8
Tacoma,2023,5,351.8
Tacoma,2023,6,310.9
Tacoma,2023,7,193.2
Tacoma,2023,8,193.2
Tacoma,2023,9,193.2
Tacoma,2023,10,193.2
Tacoma,2023,11,193.2
Tacoma,2023,12,193.2
Tacoma,2023,13,193.2
Tacoma,2023,14,193.2
Tacoma,2023,15,193.2
Tacoma,2023,16,193.2
Tacoma,2023,17,1347.8
Tacoma,2023,18,193.2
Tacoma,2023,19,193.2
Tacoma,2023,20,193.2
Tacoma,2023,21,193.2
Tacoma,2023,22,193.2
Tacoma,2023,23,193.2
Tacoma,2024,0,241.5
Tacoma,2024,1,241.5
Tacoma,2024,2,1684.8
Tacoma,2024,3,1592.0
Tacoma,2024,4,439.8
Tacoma,2024,5,439.8
Tacoma,2024,6,388.6
Tacoma,2024,7,241.5
Tacoma,2024,8,241.5
Tacoma,2024,9,241.5
Tacoma,2024,10,241.5
Tacoma,2024,11,241.5
Tacoma,2024,12,241.5
Tacoma,2024,13,241.5
Tacoma,2024,14,241.5
Tacoma,2024,15,241.5
Tacoma,2024,16,241.5
Tacoma,2024,17,1684.8
Tacoma,2024,18,241.5
Tacoma,2024,19,241.5
Tacoma,2024,20,241.5
Tacoma,2024,21,241.5
Tacoma,2024,22,241.5
Tacoma,2024,23,241.5
Tacoma,2025,0,289.8
Tacoma,2025,1,289.8
Tacoma,2025,2,2021.7
Tacoma,2025,3,1910.5
Tacoma,2025,4,527.7
Tacoma,2025,5,527.7
Tacoma,2025,6,466.4
Tacoma,2025,7,289.8
Tacoma,2025,8,289.8
Tacoma,2025,9,289.8
Tacoma,2025,10,289.8
Tacoma,2025,11,289.8
Tacoma,2025,12,289.8
Tacoma,2025,13,289.8
Tacoma,2025,14,289.8
Tacoma,2025,15,289.8
Tacoma,2025,16,289.8
Tacoma,2025,17,2021.7
Tacoma,2025,18,289.8
Tacoma,2025,19,289.8
Tacoma,2025,20,289.8
Tacoma,2025,21,289.8
Tacoma,2025,22,289.8
Tacoma,2025,23,289.8
Tacoma,2026,0,362.2
Tacoma,2026,1,362.2
Tacoma,2026,2,2527.2
Tacoma,2026,3,2388.1
Tacoma,2026,4,659.7
Tacoma,2026,5,659.7
Tacoma,2026,6,583.0
Tacoma,2026,7,362.2
Tacoma,2026,8,362.2
Tacoma,2026,9,362.2
Tacoma,2026,10,362.2
Tacoma,2026,11,362.2
Tacoma,2026,12,362.2
Tacoma,2026,13,362.2
Tacoma,2026,14,362.2
Tacoma,2026,15,362.2
Tacoma,2026,16,362.2
Tacoma,2026,17,2527.2
Tacoma,2026,18,362.2
Tacoma,2026,19,362.2
Tacoma,2026,20,362.2
Tacoma,2026,21,362.2
Tacoma,2026,22,362.2
Tacoma,2026,23,362.2
Tacoma,2027,0,434.7
Tacoma,2027,1,434.7
Tacoma,2027,2,3032.6
Tacoma,2027,3,2865.7
Tacoma,2027,4,791.6
Tacoma,2027,5,791.6
Tacoma,2027,6,699.5
Tacoma,2027,7,434.7
Tacoma,2027,8,434.7
Tacoma,2027,9,434.7
Tacoma,2027,10,434.7
Tacoma,2027,11,434.7
Tacoma,2027,12,434.7
Tacoma,2027,13,434.7
Tacoma,2027,14,434.7
Tacoma,2027,15,434.7
Tacoma,2027,16,434.7
Tacoma,2027,17,3032.6
Tacoma,2027,18,434.7
Tacoma,2027,19,434.7
Tacoma,2027,20,434.7
Tacoma,2027,21,434.7
Tacoma,2027,22,434.7
Tacoma,2027,23,434.7
Tacoma,2028,0,531.3
Tacoma,2028,1,531.3
Tacoma,2028,2,3706.5
Tacoma,2028,3,3502.5
Tacoma,2028,4,967.5
Tacoma,2028,5,967.5
Tacoma,2028,6,855.0
Tacoma,2028,7,531.3
Tacoma,2028,8,531.3
Tacoma,2028,9,531.3
Tacoma,2028,10,531.3
Tacoma,2028,11,531.3
Tacoma,2028,12,531.3
Tacoma,2028,13,531.3
Tacoma,2028,14,531.3
Tacoma,2028,15,531.3
Tacoma,2028,16,531.3
Tacoma,2028,17,3706.5
Tacoma,2028,18,531.3
Tacoma,2028,19,531.3
Tacoma,2028,20,531.3
Tacoma,2028,21,531.3
Tacoma,2028,22,531.3
Tacoma,2028,23,531.3
Tacoma,2029,0,627.9
Tacoma,2029,1,627.9
Tacoma,2029,2,4380.4
Tacoma,2029,3,4139.3
Tacoma,2029,4,1143.4
Tacoma,2029,5,1143.4
Tacoma,2029,6,1010.5
Tacoma,2029,7,627.9
Tacoma,2029,8,627.9
Tacoma,2029,9,627.9
Tacoma,2029,10,627.9
Tacoma,2029,11,627.9
Tacoma,2029,12,627.9
Tacoma,2029,13,627.9
Tacoma,2029,14,627.9
Tacoma,2029,15,627.9
Tacoma,2029,16,627.9
Tacoma,2029,17,4380.4
Tacoma,2029,18,627.9
Tacoma,2029,19,627.9
Tacoma,2029,20,627.9
Tacoma,2029,21,627.9
Tacoma,2029,22,627.9
Tacoma,2029,23,627.9
Tacoma,2030,0,748.6
Tacoma,2030,1,748.6
Tacoma,2030,2,5222.8
Tacoma,2030,3,4935.3
Tacoma,2030,4,1363.3
